carat,cut,color,clarity,depth,table,price,x,y,z,latitude,longitude 
0.52,Ideal,F,SI2,60.9,57.0,1226,5.22,5.2,3.17,41.4244444,-91.0430556
0.58,Premium,F,SI2,63.0,56.0,1226,5.34,5.26,3.34,37.1183333,-82.8269444
0.52,VeryGood,F,SI1,62.3,55.0,1227,5.14,5.17,3.21,35.149534,-90.04898
0.46,Ideal,H,VVS1,62.3,54.0,1227,4.96,4.99,3.1,64.8377778,-147.7163889
0.58,Ideal,J,SI1,62.1,55.0,1227,5.31,5.39,3.32,38.5366667,-82.6830556
0.54,Ideal,H,SI1,62.5,53.0,1227,5.22,5.25,3.27,55.64191,12.087845
0.51,VeryGood,H,SI1,63.4,57.0,1227,5.09,5.06,3.22,31.770081,-83.12152
0.51,Good,H,SI1,63.7,56.0,1227,5.1,5.07,3.24,34.9702778,-78.9455556
0.53,VeryGood,E,SI2,63.4,56.0,1227,5.18,5.16,3.28,35.880278,-118.673611
0.53,VeryGood,E,SI2,63.2,54.0,1227,5.19,5.16,3.27,40.5772222,-74.2286111
0.53,Premium,E,SI2,60.5,60.0,1227,5.24,5.21,3.16,-29.31,27.48
0.38,Premium,G,IF,62.5,60.0,1227,4.64,4.61,2.89,34.0522222,-118.2427778
0.51,Premium,F,SI2,61.1,59.0,1227,5.15,5.09,3.13,33.4352778,-112.3575
0.45,Fair,H,VVS2,,56.0,1227,4.82,4.7,3.13,32.799574,-97.269182
0.41,Good,E,VVS1,64.1,55.0,1228,4.68,4.71,3.01,32.5838889,-117.1122222
0.57,Premium,E,SI2,,60.0,1228,5.32,5.36,3.26,40.0305556,-124.0719444
0.42,Ideal,F,VS1,61.6,55.0,1228,4.84,4.87,2.99,40.9044444,-80.0466667
0.55,Ideal,G,SI2,61.8,55.0,1228,5.27,5.32,3.27,42.7675,-78.7441667
0.59,Ideal,J,SI1,61.3,57.0,1228,5.37,5.4,3.3,29.7630556,-95.3630556
0.48,Good,G,VS1,58.2,59.2,1228,5.09,5.14,2.98,38.4191667,-82.4452778
0.46,Good,F,VS1,59.2,63.0,1228,5.0,5.03,2.97,42.2305556,-96.0972222
0.61,Ideal,G,SI2,59.5,57.0,1228,5.55,5.51,3.29,33.7458333,-117.8252778
0.59,Fair,I,VS1,,59.0,1229,5.29,5.21,3.38,39.5186111,-104.7608333
0.4,VeryGood,G,IF,61.4,54.0,1229,4.76,4.79,2.93,28.665,-80.845
0.36,Premium,E,IF,59.4,61.0,1229,4.69,4.61,2.76,39.1072222,-76.5713889
0.54,Premium,J,VVS2,58.2,62.0,1229,5.37,5.31,3.11,30.085,-97.84
0.53,Ideal,E,SI2,61.2,55.0,1229,5.23,5.26,3.21,32.9341667,-97.0777778
0.53,Ideal,E,SI2,60.8,57.0,1229,5.23,5.26,3.19,45.6388889,-122.6602778
0.4,Ideal,G,IF,62.0,56.0,1229,4.73,4.76,2.94,42.7977778,-83.705
0.4,Ideal,G,IF,61.8,55.0,1229,4.76,4.79,2.95,26.9616667,-82.3527778
0.4,Ideal,G,IF,61.7,57.0,1229,4.7,4.73,2.91,53.533333,-114.0
0.4,Ideal,G,IF,61.2,56.0,1229,4.76,4.81,2.93,33.6116667,-111.7166667
0.4,Ideal,G,IF,62.3,55.0,1229,4.74,4.76,2.96,51.733333,0.483333
0.4,Ideal,G,IF,61.1,58.0,1229,4.72,4.74,2.89,37.5297222,-122.0391667
0.38,Ideal,F,IF,62.2,54.0,1229,4.68,4.71,2.92,40.2344444,-84.4094444
0.52,Ideal,E,SI2,62.9,56.0,1229,5.15,5.12,3.23,42.2194444,-87.9794444
0.52,Good,E,SI2,63.7,56.0,1229,5.15,5.12,3.27,47.186026,18.422136
0.52,Premium,E,SI2,61.8,54.0,1229,5.18,5.15,3.19,61.7472222,-150.0375
0.45,Premium,F,VS1,62.1,59.0,1229,4.85,4.81,3.0,40.243122,-104.984998
0.59,Premium,E,SI2,61.4,59.0,1229,5.4,5.32,3.29,-25.275014,-57.548353
0.56,VeryGood,H,SI1,59.9,60.0,1230,5.3,5.35,3.19,32.7763889,-79.9311111
0.41,Premium,G,VVS1,60.0,59.0,1230,4.84,4.83,2.9,28.9002778,-81.2638889
0.41,Ideal,G,VVS1,62.1,55.0,1230,4.79,4.74,2.96,42.983333,-81.25
0.41,Ideal,G,VVS1,61.8,55.0,1230,4.78,4.76,2.95,41.449722,-72.818889
0.41,Ideal,G,VVS1,61.7,55.0,1230,4.79,4.77,2.95,41.2761111,-72.8688889
0.41,Ideal,G,VVS1,62.0,56.0,1230,4.8,4.78,2.97,51.466958,-9.728202
0.41,Premium,G,VVS1,59.9,59.0,1230,4.83,4.79,2.88,28.5380556,-81.3794444
0.41,Premium,G,VVS1,61.0,61.0,1230,4.75,4.72,2.89,40.4416667,-75.3419444
0.41,Premium,G,VVS1,,60.0,1230,4.78,4.74,2.87,37.6688889,-122.0797222
0.41,Ideal,D,VS1,61.3,54.0,1230,4.83,4.8,2.95,41.6088889,-73.6822222
0.41,Ideal,D,VS1,61.8,57.0,1230,4.8,4.75,2.95,39.0416667,-94.72
0.41,Ideal,D,VS1,62.1,56.0,1230,4.8,4.77,2.97,41.45,-71.45
0.41,Ideal,D,VS1,61.0,57.0,1230,4.82,4.78,2.93,27.3361111,-82.5308333
0.41,Ideal,D,VS1,62.9,57.0,1230,4.75,4.73,2.98,42.9813889,-70.9483333
0.41,Ideal,D,VS1,62.8,57.0,1230,4.76,4.73,2.98,40.7141667,-74.0063889
0.5,VeryGood,D,SI1,62.5,58.0,1231,5.06,4.98,3.14,34.2783333,-119.2922222
0.5,Premium,F,SI1,61.7,57.0,1231,5.09,5.06,3.13,36.2361111,-90.0555556
0.5,Good,F,SI1,57.9,62.0,1231,5.21,5.18,3.01,29.7630556,-95.3630556
0.41,Premium,E,VVS2,60.9,56.0,1231,4.84,4.78,2.93,37.8044444,-122.2697222
0.56,Premium,J,VS2,60.9,60.0,1232,5.33,5.27,3.23,40.1577778,-83.0752778
0.56,VeryGood,J,VS2,60.6,57.0,1232,5.35,5.38,3.25,53.55,-113.5
0.52,VeryGood,G,SI1,61.9,59.0,1232,5.08,5.13,3.16,39.340925,-80.018966
0.39,Premium,F,VVS1,59.7,58.0,1232,4.73,4.75,2.83,32.7152778,-117.1563889
0.39,Ideal,D,VVS2,61.8,57.0,1232,4.67,4.71,2.9,25.5802778,-80.3469444
0.39,VeryGood,D,VVS2,,57.0,1232,,4.69,2.94,53.164868,-4.359065
0.39,VeryGood,D,VVS2,62.9,58.0,1232,4.62,4.66,2.92,14.083333,-87.216667
0.39,VeryGood,F,VVS1,62.7,57.0,1232,4.64,4.68,2.92,41.2869444,-96.2852778
0.39,Premium,D,VVS2,61.1,60.0,1232,4.66,4.7,2.86,43.666667,-79.416667
0.52,Ideal,I,VS2,61.9,58.0,1232,5.14,5.17,3.19,40.7141667,-74.0063889
0.52,Ideal,E,SI2,60.9,56.0,1232,5.2,5.23,3.17,44.5236111,-89.5744444
0.52,Ideal,F,SI1,61.5,57.0,1232,5.12,5.16,3.16,42.7875,-86.1088889
0.5,Ideal,F,SI1,60.1,56.0,1232,5.19,5.22,3.13,33.8886111,-117.8122222
0.5,Good,E,SI1,64.6,54.0,1232,4.95,5.05,3.23,42.2830556,-87.9530556
0.51,Good,D,SI2,64.2,56.0,1232,5.05,5.02,3.23,42.2527778,-71.0027778
0.44,Premium,D,VS1,60.2,59.0,1232,4.93,4.91,2.96,36.9008333,-82.0802778
0.8,Fair,E,I1,65.5,54.0,1232,5.84,5.68,3.78,39.0508333,-74.7583333
0.41,VeryGood,E,VVS2,59.9,60.0,1233,4.8,4.82,2.88,39.0638889,-108.55
0.37,Ideal,D,VVS1,62.0,56.0,1233,4.59,4.6,2.85,40.9402778,-74.1322222
0.42,Ideal,F,VVS1,62.0,55.0,1233,4.8,4.84,2.99,43.4066667,-124.2230556
0.61,Ideal,J,VS2,59.7,59.0,1233,5.54,5.47,3.29,37.3402778,-95.2608333
0.58,Premium,J,VS2,59.5,62.0,1233,5.44,5.41,3.23,33.7125,-115.4013889
0.62,Premium,F,SI2,59.1,58.0,1234,5.6,5.57,3.3,40.2858333,-76.6505556
0.58,VeryGood,E,SI2,63.1,58.0,1234,5.29,5.32,3.35,38.8105556,-90.6997222
0.58,Ideal,E,SI2,62.7,56.0,1234,5.29,5.34,3.33,43.4919444,-116.4191667
0.51,Fair,H,VS1,55.5,64.0,1234,5.44,5.4,3.01,34.7502778,-98.1713889
0.43,Premium,D,VS2,60.0,59.0,1234,4.93,4.91,2.95,36.0330556,-86.7827778
0.5,Fair,G,VS1,66.5,58.0,1234,4.99,4.9,3.29,32.7563889,-99.8958333
0.57,VeryGood,J,SI2,59.9,60.0,1235,5.36,5.43,3.23,44.5513889,-94.9841667
0.57,VeryGood,F,SI2,60.1,56.0,1235,5.4,5.42,3.25,41.6302778,-87.8538889
0.5,VeryGood,E,SI2,61.6,58.0,1235,5.08,5.11,3.14,29.8944444,-81.3147222
0.54,VeryGood,H,SI1,61.6,56.0,1235,5.21,5.24,3.22,36.7944444,-108.0797222
0.44,Ideal,D,VS1,62.3,55.0,1235,4.85,4.88,3.03,40.2330556,-76.1375
0.44,Premium,G,VVS1,60.9,59.0,1235,4.9,4.96,3.0,42.8863889,-78.8786111
0.44,Ideal,G,VVS1,61.6,56.0,1235,4.88,4.9,3.01,34.0233333,-84.6155556
0.44,Ideal,G,VVS1,61.8,55.0,1235,4.86,4.91,3.02,38.9541667,-119.7647222
0.44,Ideal,D,VS1,61.3,56.0,1235,4.87,4.92,3.0,21.4447222,-158.19
0.44,Ideal,D,VS1,,56.0,1235,4.85,4.92,3.01,41.5066667,-90.515
0.44,Ideal,D,VS1,61.1,56.0,1235,4.91,4.95,3.01,35.7686111,-106.6916667
0.44,Ideal,D,VS1,62.3,55.0,1235,4.84,4.88,3.03,52.740123,-1.140593
0.55,VeryGood,I,VS2,58.5,62.2,1235,5.39,5.4,3.16,39.9611111,-82.9988889
0.32,Premium,F,VVS1,60.7,58.0,1235,4.4,4.43,2.68,35.5227778,-97.3769444
0.43,Ideal,F,VS1,61.4,56.0,1235,4.87,4.9,3.0,39.6136111,-86.1066667
0.54,Ideal,F,SI2,60.8,56.0,1235,5.26,5.34,3.22,42.5358333,-113.7919444
0.42,Ideal,G,VVS1,61.2,56.0,1235,4.86,4.85,2.97,38.4094444,-82.2947222
0.42,Premium,G,VVS1,59.8,58.0,1235,4.88,4.85,2.91,34.0522222,-118.2427778
0.42,Ideal,G,VVS1,60.6,56.0,1235,4.88,4.86,2.95,34.1161111,-118.1494444
0.42,Premium,G,VVS1,59.3,59.0,1235,4.92,4.9,2.91,32.2216667,-110.9258333
0.42,Ideal,G,VVS1,61.6,55.0,1235,4.87,4.81,2.98,49.033333,-122.816667
0.42,Premium,G,VVS1,60.2,59.0,1235,4.84,4.82,2.91,35.9380556,-77.7908333
0.42,Ideal,G,VVS1,61.6,55.0,1235,4.85,4.82,2.98,35.1494444,-90.0488889
0.42,Ideal,G,VVS1,61.1,56.0,1235,4.87,4.82,2.96,48.0097222,-122.5247222
0.42,Ideal,G,VVS1,60.0,57.0,1235,4.86,4.84,2.91,46.765,-122.1925
0.42,Premium,G,VVS1,62.7,58.0,1235,4.79,4.74,2.99,38.974835,-74.833502
0.42,Good,G,VVS1,63.6,55.0,1235,4.78,4.75,3.03,42.7847222,-85.1383333
0.42,Ideal,G,VVS1,61.2,57.0,1235,4.82,4.78,2.94,45.3,19.95
0.42,Ideal,G,VVS1,,55.0,1235,,4.78,2.97,38.8986111,-92.1233333
0.42,Ideal,G,VVS1,61.4,56.0,1235,4.83,4.81,2.96,38.5458333,-106.9247222
0.42,Ideal,G,VVS1,62.0,56.0,1235,4.84,4.81,2.99,43.159375,-79.246863
0.42,Ideal,D,VS1,62.1,56.0,1235,4.82,4.78,2.98,30.6552778,-97.0011111
0.42,Ideal,D,VS1,61.5,54.0,1235,4.84,4.79,2.96,35.9555556,-80.0055556
0.42,Premium,D,VS1,60.8,59.0,1235,4.85,4.79,2.93,29.7855556,-95.8241667
0.42,Ideal,D,VS1,61.1,57.0,1235,4.84,4.81,2.95,34.1591667,-118.5002778
0.42,Premium,D,VS1,60.8,60.0,1235,4.87,4.84,2.95,33.4147222,-111.9086111
0.5,Good,D,SI1,63.7,57.0,1235,5.01,4.94,3.17,41.6027778,-87.7438889
0.52,Premium,G,SI2,61.4,56.0,1235,5.27,5.18,3.2,43.987374,-73.351164
0.5,Good,D,SI1,64.1,56.0,1235,5.03,4.98,3.21,39.7475,-122.1952778
0.5,Premium,D,SI1,60.7,59.0,1235,5.11,5.04,3.08,33.8730556,-78.6144444
0.5,Good,D,SI1,57.2,60.0,1235,5.25,5.2,2.99,41.5002778,-85.8280556
0.63,Fair,H,SI2,64.7,61.0,1235,5.33,5.27,3.43,34.690083,135.195511
0.7,VeryGood,I,I1,63.2,59.0,1235,5.62,5.59,3.54,42.4841667,-76.4802778
0.42,Ideal,G,VVS1,61.1,56.0,1235,4.84,4.82,2.95,52.091874,5.096623
0.4,VeryGood,F,VVS1,58.9,59.0,1236,4.81,4.84,2.84,35.0308333,-76.6933333
0.53,Ideal,I,VS2,62.0,55.0,1236,5.16,5.19,3.21,40.7280556,-74.0780556
0.53,Ideal,H,SI1,62.5,56.0,1236,5.15,5.19,3.23,36.8813889,-81.7622222
0.41,Ideal,F,VVS1,62.3,56.0,1236,4.79,4.77,2.98,34.0522222,-118.2427778
0.5,VeryGood,G,SI1,62.1,59.0,1237,5.09,5.12,3.17,35.5641667,-89.6463889
0.5,VeryGood,G,SI1,62.8,56.0,1237,5.05,5.08,3.18,40.1438889,-75.1161111
0.51,VeryGood,G,SI1,61.4,54.0,1237,5.2,5.22,3.2,49.13635335,-122.8213433
0.53,VeryGood,G,SI1,61.2,55.0,1237,5.21,5.34,3.23,35.6869444,-105.9372222
0.52,VeryGood,D,SI1,62.0,60.0,1237,5.18,5.11,3.19,36.7533333,-86.1905556
0.54,Premium,F,SI1,61.8,60.0,1237,5.2,5.22,3.22,29.9766667,-98.2655556
0.56,Ideal,I,VS2,62.1,54.0,1237,5.3,5.33,3.3,30.4380556,-84.2808333
0.5,Ideal,G,SI1,,57.0,1237,5.06,5.08,3.13,37.5536111,-77.4605556
0.51,Ideal,G,SI1,61.7,54.0,1237,5.14,5.2,3.19,38.9516667,-92.3338889
0.51,Fair,E,SI1,64.8,58.0,1237,5.07,5.02,3.27,44.0747222,-89.2877778
0.51,Premium,E,SI1,62.6,60.0,1237,5.13,5.06,3.2,43.75,-79.2
0.51,VeryGood,D,SI1,63.4,59.0,1237,5.07,5.02,3.2,42.1083333,-72.0791667
0.5,Premium,E,SI1,61.4,62.0,1238,5.1,5.07,3.12,33.054869,-112.27213
0.55,Premium,F,SI1,62.1,62.0,1238,5.22,5.18,3.23,41.2586111,-95.9375
0.43,Premium,D,VVS2,59.5,59.0,1238,4.97,4.95,2.95,34.0583333,-106.8908333
0.55,VeryGood,E,SI2,62.5,54.0,1238,5.21,5.25,3.27,36.7477778,-119.7713889
0.41,Ideal,G,VVS2,,55.0,1238,4.77,4.79,2.96,57.856921,-133.58946
0.42,VeryGood,D,VVS1,62.4,55.0,1238,4.79,4.82,3.0,35.0669444,-77.3530556
0.55,Ideal,J,VVS1,62.4,54.0,1238,5.25,5.29,3.29,38.1019444,-79.3183333
0.52,Ideal,H,VS2,61.7,54.0,1238,5.18,5.22,3.21,43.133333,-80.266667
0.55,Ideal,I,VS1,62.2,55.0,1238,5.26,5.29,3.28,40.0888889,-75.7722222
0.6,Ideal,H,SI2,61.9,55.0,1238,5.43,5.46,3.37,41.9575,-88.0808333
0.5,Fair,G,VS2,65.1,56.0,1238,5.02,4.99,3.26,33.6058333,-78.9733333
0.5,Premium,E,SI1,62.4,60.0,1238,4.98,4.96,3.1,36.778261,-119.417932
0.5,VeryGood,E,SI1,61.4,63.0,1238,5.1,5.06,3.12,55.766667,-4.033333
0.44,Premium,E,VS1,60.7,58.0,1238,4.91,4.88,2.97,33.990968,-118.098861
0.25,VeryGood,D,VS1,62.6,58.0,388,4.05,4.07,2.54,41.7013889,-71.1555556
0.25,VeryGood,D,VS1,60.8,60.0,388,4.07,4.09,2.48,42.2141667,-83.15
0.25,VeryGood,D,VS1,60.0,63.0,388,4.05,4.08,2.44,40.1105556,-88.2072222
0.32,VeryGood,G,SI2,60.7,61.0,388,4.42,4.47,2.7,32.7152778,-117.1563889
0.32,VeryGood,I,SI1,62.4,58.0,388,4.42,4.46,2.77,54.4,-126.65
0.3,VeryGood,H,SI1,62.4,58.0,389,4.23,4.29,2.66,38.0194444,-122.1330556
0.3,Ideal,I,VS2,62.1,58.0,389,4.27,4.29,2.66,42.0083333,-91.6438889
0.3,Ideal,H,SI1,61.9,54.0,389,4.33,4.36,2.69,42.8688889,-76.9780556
0.23,VeryGood,H,VVS2,59.2,61.0,389,4.0,4.04,2.38,1.352083,103.819836
0.32,VeryGood,J,SI1,62.3,57.0,389,4.33,4.44,2.73,35.6125,-77.3666667
0.31,Premium,H,SI2,,59.0,390,4.39,4.45,2.63,29.6513889,-82.325
0.23,VeryGood,G,VS1,62.2,55.0,391,3.93,3.95,2.45,26.3013889,-98.1630556
0.24,VeryGood,G,VS1,61.2,56.0,391,4.0,4.03,2.46,42.280031,-83.74343
0.24,VeryGood,G,VS1,62.4,56.0,391,3.99,4.03,2.5,33.7630556,-81.245
0.23,VeryGood,E,VS1,62.8,55.0,391,3.88,3.9,2.44,42.3255556,-83.3311111
0.24,Ideal,H,VS2,61.1,56.0,391,3.99,4.03,2.45,35.7077778,-79.8138889
0.32,Ideal,I,SI2,61.9,56.0,391,4.38,4.41,2.72,45.9933333,-123.9213889
0.32,Ideal,I,SI2,61.0,56.0,391,4.43,4.45,2.71,42.075,-72.0338889
0.31,Ideal,G,SI2,,55.0,391,4.34,4.37,2.7,51.133333,-0.983333
0.3,Good,I,SI1,64.1,57.0,391,4.25,4.3,2.74,40.410796,-75.247906
0.24,VeryGood,F,VS1,62.9,59.0,393,3.95,3.97,2.49,37.3394444,-121.8938889
0.24,VeryGood,F,VS1,59.3,57.0,393,4.07,4.12,2.43,47.6816667,-122.2075
0.27,Ideal,H,SI1,61.6,57.0,393,4.13,4.15,2.55,39.6133333,-105.0161111
0.3,VeryGood,H,SI1,58.7,63.0,393,4.32,4.37,2.55,39.1683333,-96.9122222
0.32,Ideal,J,VS2,62.2,57.0,393,4.36,4.38,2.72,41.5933333,-73.0858333
0.32,VeryGood,J,VS2,60.0,61.0,393,4.45,4.49,2.68,44.0463889,-123.0208333
0.3,VeryGood,E,SI2,58.8,60.0,393,4.39,4.42,2.59,45.848665,-66.481286
0.32,Premium,J,VS2,61.9,58.0,393,4.35,4.38,2.7,33.6888889,-78.8869444
0.32,Premium,J,VS2,61.9,59.0,393,4.35,4.38,2.7,40.0505556,-77.5205556
0.32,Good,H,SI2,63.2,55.0,393,4.34,4.36,2.75,50.833333,-119.0
0.27,VeryGood,G,VVS2,62.4,56.0,504,4.13,4.16,2.58,30.2669444,-97.7427778
0.27,VeryGood,G,VVS2,62.1,56.0,504,4.14,4.18,2.58,27.8002778,-97.3961111
0.27,VeryGood,G,VVS2,62.0,56.0,504,4.14,4.17,2.57,34.2766667,-115.1694444
0.27,VeryGood,H,VVS1,61.2,57.0,504,4.15,4.18,2.55,38.9458333,-84.6805556
0.24,VeryGood,G,VVS1,61.7,56.0,504,3.98,4.02,2.46,42.44,-85.6488889
0.29,VeryGood,F,VS1,59.1,60.0,504,4.33,4.36,2.57,32.8686111,-85.1905556
0.29,VeryGood,F,VS1,,55.0,504,,,2.68,40.7933333,-77.8602778
0.29,VeryGood,F,VS1,61.2,58.0,504,4.24,4.29,2.61,39.8402778,-88.9547222
0.29,VeryGood,E,VS1,61.7,58.0,504,4.23,4.29,2.63,33.4147222,-111.9086111
0.29,VeryGood,E,VS1,58.9,56.0,504,4.35,4.37,2.57,43.666667,-79.416667
0.29,VeryGood,E,VS1,61.8,59.0,504,4.21,4.27,2.62,34.0922222,-117.4341667
0.24,Ideal,H,VVS2,61.5,57.0,504,4.0,4.03,2.47,32.7833333,-96.8
0.34,Ideal,J,VVS1,62.1,54.2,504,4.48,4.51,2.79,35.1894444,-114.0522222
0.24,Ideal,H,VVS1,60.7,57.0,504,4.02,4.05,2.44,38.9605556,-89.0936111
0.24,Ideal,H,VVS1,61.5,55.0,504,3.99,4.02,2.46,44.9430556,-123.0338889
0.29,Ideal,F,VS2,61.6,56.0,504,4.28,4.32,2.65,25.03428,-77.39628
0.24,Ideal,H,IF,,54.0,504,3.97,4.0,2.49,42.0244444,-71.1291667
0.24,Ideal,H,IF,62.1,57.0,504,4.0,4.04,2.5,35.9605556,-83.9208333
0.24,Ideal,H,IF,61.8,54.0,504,3.99,4.03,2.47,40.1738889,-80.2463889
0.29,Good,F,VS1,64.4,54.0,504,4.21,4.24,2.72,43.0202778,-123.2919444
0.32,Premium,H,SI2,60.4,59.0,504,4.42,4.39,2.66,-37.813938,144.963425
0.32,VeryGood,H,SI2,63.2,55.0,504,4.36,4.34,2.75,32.4366667,-111.2247222
0.3,VeryGood,H,SI1,58.7,63.0,504,4.37,4.32,2.55,36.0958333,-79.2672222
0.32,Ideal,J,VS2,62.9,56.0,504,4.4,4.37,2.76,30.2669444,-97.7427778
0.32,Ideal,J,VS2,62.1,54.0,504,4.44,4.38,2.74,28.0391667,-81.95
0.32,Premium,J,VS2,60.0,61.0,504,4.49,4.45,2.68,35.4675,-97.5161111
0.32,Ideal,J,VS2,62.2,57.0,504,4.38,4.36,2.72,47.1772222,-122.1852778
0.32,Premium,J,VS2,61.9,58.0,504,4.38,4.35,2.7,39.8308333,-77.2313889
0.32,Premium,J,VS2,61.9,59.0,504,4.38,4.35,2.7,40.7608333,-111.8902778
0.3,Premium,E,SI2,58.8,60.0,504,4.42,4.39,2.59,42.1130556,-70.8125
0.4,Ideal,H,IF,62.7,57.0,1238,4.7,4.68,2.94,38.2119444,-86.1219444
0.4,Ideal,E,VVS2,61.8,56.0,1238,4.77,4.74,2.94,53.416667,-3.0
0.4,Ideal,E,VVS2,61.8,55.0,1238,4.78,4.74,2.94,45.2061111,-123.8908333
0.4,Ideal,E,VVS2,61.5,56.0,1238,4.79,4.74,2.93,35.2247222,-88.2491667
0.4,Ideal,E,VVS2,61.7,56.0,1238,4.77,4.73,2.93,47.6063889,-122.3308333
0.4,Ideal,E,VVS2,62.1,55.0,1238,4.76,4.74,2.95,33.94,-118.1316667
0.4,Ideal,E,VVS2,62.2,56.0,1238,4.78,4.71,2.95,42.503207,-71.300336
0.5,Fair,E,SI1,61.7,68.0,1238,5.09,5.03,3.12,40.1672222,-105.1013889
0.4,Ideal,E,VVS2,61.7,55.0,1238,4.76,4.74,2.93,43.797762,-88.003208
0.44,Good,D,VS2,60.6,64.0,1238,4.97,4.89,2.99,37.3636111,-118.3941667
0.5,Fair,D,SI1,64.6,61.0,1238,5.05,4.95,3.23,41.975,-88.0072222
0.4,Ideal,E,VVS2,62.1,56.0,1238,4.73,4.7,2.93,41.4088889,-75.6627778
0.59,VeryGood,H,SI1,61.8,56.0,1239,5.39,5.43,3.35,40.1213889,-75.3402778
0.58,VeryGood,H,SI1,62.1,55.0,1239,5.35,5.38,3.33,40.3294444,-74.0619444
0.58,VeryGood,H,SI1,59.7,57.0,1239,5.41,5.47,3.25,32.3511111,-95.3008333
0.58,Ideal,F,SI2,62.0,57.0,1239,5.32,5.35,3.31,43.5977778,-84.7675
0.5,Ideal,D,SI2,62.5,55.0,1239,5.07,5.14,3.19,41.55,-71.4666667
0.5,Ideal,D,SI2,62.4,56.0,1239,5.06,5.1,3.17,40.2944444,-78.7213889
0.58,VeryGood,H,SI1,58.4,59.0,1239,5.48,5.51,3.21,36.0688889,-79.4008333
0.5,Good,H,VS2,56.3,65.0,1239,5.21,5.24,2.94,53.689833,-1.629695
0.5,Ideal,D,SI2,61.6,57.0,1239,5.1,5.13,3.15,38.6272222,-90.1977778
0.54,Ideal,J,VVS1,62.2,54.0,1239,5.23,5.25,3.26,44.0583333,-121.3141667
0.4,Ideal,G,IF,63.1,54.0,1239,4.69,4.73,2.97,34.0561111,-79.2466667
0.4,Ideal,G,IF,61.8,55.0,1239,4.75,4.79,2.95,42.9125,-71.125
0.51,VeryGood,E,SI2,63.3,56.0,1239,5.12,5.08,3.23,51.882778,-3.996389
0.61,Good,I,VS2,63.7,60.0,1239,5.34,5.28,3.38,33.4222222,-111.8219444
0.31,Ideal,E,IF,60.4,56.0,1239,4.43,4.38,2.66,28.9002778,-81.2638889
0.4,Ideal,I,VVS2,62.0,56.0,1240,4.74,4.77,2.95,35.3733333,-119.0177778
0.4,Ideal,I,VVS2,61.4,56.0,1240,4.76,4.79,2.93,38.9333333,-119.9833333
0.46,Ideal,D,VS2,62.4,56.0,1240,4.95,4.98,3.1,48.4213889,-122.3327778
0.4,Ideal,G,VS2,61.1,56.0,1240,4.74,4.78,2.91,43.0125,-89.2897222
0.4,Ideal,G,VS2,62.0,56.0,1240,4.73,4.78,2.95,40.2625,-80.1875
0.54,Ideal,J,VS1,61.0,56.1,1240,5.25,5.28,3.21,34.2783333,-119.2922222
0.33,Ideal,F,IF,60.8,55.0,1240,4.49,4.53,2.74,41.6283333,-70.3875
0.33,Ideal,F,IF,61.2,56.0,1240,4.47,4.49,2.74,52.25,-0.883333
0.33,Ideal,F,IF,61.3,55.0,1240,4.47,4.5,2.75,37.9633333,-77.7375
0.33,Ideal,F,IF,61.2,56.0,1240,4.47,4.49,2.74,27.8002778,-97.3961111
0.5,Ideal,E,SI2,62.4,57.0,1240,5.07,5.03,3.15,53.55,-113.5
0.5,Ideal,E,SI2,62.5,57.0,1240,5.07,5.04,3.16,40.26,-121.3919444
0.54,VeryGood,H,SI1,63.3,57.0,1240,5.22,5.15,3.28,42.2286111,-71.5230556
0.54,Ideal,H,SI1,62.2,56.0,1240,5.26,5.19,3.25,3.139003,101.686855
0.54,Premium,H,SI1,61.0,58.0,1240,5.27,5.23,3.2,35.2269444,-80.8433333
0.54,Ideal,H,SI1,,56.0,1240,5.28,5.24,3.21,38.3397222,-122.7
0.54,Ideal,F,SI2,61.1,56.0,1240,5.26,5.22,3.2,51.896892,-8.486316
0.54,Premium,F,SI2,59.6,60.0,1240,5.28,5.25,3.14,52.239989,4.450009
0.5,Premium,E,SI2,61.4,58.0,1240,5.11,5.09,3.13,33.6888889,-78.8869444
0.5,Ideal,E,SI2,61.4,57.0,1240,5.14,5.09,3.14,43.9827778,-124.0986111
0.5,Premium,E,SI2,59.5,59.0,1240,5.19,5.16,3.08,42.1013889,-72.5902778
0.5,Premium,E,SI2,61.7,58.0,1240,5.12,5.06,3.14,29.9544444,-90.075
0.5,Premium,E,SI2,61.3,56.0,1240,5.13,5.08,3.13,33.4483333,-112.0733333
0.55,Ideal,G,SI2,62.1,57.0,1240,5.3,5.23,3.27,45.616667,20.033333
0.54,Premium,F,SI2,60.0,60.0,1240,5.27,5.22,3.24,41.976236,-80.332451
0.5,Ideal,G,SI1,62.5,57.0,1240,5.09,5.05,3.17,43.3638889,-71.94
0.63,Good,F,SI2,64.2,56.0,1240,5.4,5.34,3.45,41.965,-80.4075
0.45,Good,H,VVS1,56.8,64.0,1240,5.08,4.99,2.86,30.1905556,-93.5811111
0.49,Premium,G,VS2,59.8,59.0,1240,5.16,5.14,3.08,32.3122222,-106.7777778
0.54,VeryGood,G,SI1,62.2,57.0,1241,5.17,5.22,3.23,40.0116667,-89.8480556
0.54,Premium,G,SI1,61.1,57.0,1241,5.27,5.21,3.2,42.9005556,-78.6705556
0.45,Good,E,VS1,61.7,63.0,1241,4.88,4.91,3.02,40.9736111,-72.1441667
